train,test
-227.99269757987483,-227.99269757987483
-248.86355721546195,-248.86355721546195
-251.16730992295638,-251.16730992295638
-201.70612528508016,-201.70612528508016
-283.63164483543403,-283.63164483543403
-268.386234388192,-268.386234388192
-253.08945144656892,-253.08945144656892
-252.96729020406812,-252.96729020406812
-298.7869973935469,-298.7869973935469
-230.96507930799947,-230.96507930799947
-301.70336487580784,-301.70336487580784
-323.6807634087022,-323.6807634087022
-287.8021508382003,-287.8021508382003
-281.7324399296503,-281.7324399296503
-350.1414419654462,-350.1414419654462
-219.9126289780736,-219.9126289780736
-217.31065067415582,-217.31065067415582
-220.62505573875023,-220.62505573875023
-304.7071436918533,-304.7071436918533
-223.04842704334288,-223.04842704334288
-298.985394787406,-298.985394787406
-254.16085298595763,-254.16085298595763
-307.2602453416646,-307.2602453416646
-348.03082159184595,-348.03082159184595
-207.2299350106118,-207.2299350106118
-271.8103901822483,-271.8103901822483
-292.6444308460706,-292.6444308460706
-298.7865643412849,-298.7865643412849
-286.07481411806947,-286.07481411806947
-334.6030189322876,-334.6030189322876
-267.1679822552151,-267.1679822552151
-293.75773931938147,-293.75773931938147
-185.19484099524848,-185.19484099524848
-255.0566671914617,-255.0566671914617
-285.53025333712856,-285.53025333712856
-298.3507382427966,-298.3507382427966
-266.4765297334479,-266.4765297334479
-248.4826502240998,-248.4826502240998
-265.4229617492753,-265.4229617492753
-280.0593468090239,-280.0593468090239
-313.23576193528675,-313.23576193528675
-264.680181778553,-264.680181778553
-283.6609337763822,-283.6609337763822
-303.3719491803741,-303.3719491803741
-313.9577055739997,-313.9577055739997
-287.3396956596231,-287.3396956596231
-331.4406493874219,-331.4406493874219
-248.7013920931463,-248.7013920931463
-231.2733126053106,-231.2733126053106
-304.6710490532641,-304.6710490532641
-258.28079600678404,-258.28079600678404
-272.7386196996953,-272.7386196996953
-296.7020661037443,-296.7020661037443
-286.7522831711808,-286.7522831711808
-287.57082786620833,-287.57082786620833
-279.485786675668,-279.485786675668
-241.39465478880766,-241.39465478880766
-225.86949575609586,-225.86949575609586
-288.947424268594,-288.947424268594
-267.2577328832178,-267.2577328832178
-229.69850283572816,-229.69850283572816
-250.71799257943715,-250.71799257943715
-298.90887743633334,-298.90887743633334
-194.80510986162162,-194.80510986162162
-238.73909796936488,-238.73909796936488
-270.3779271795643,-270.3779271795643
-229.57900338234495,-229.57900338234495
-226.91371419822545,-226.91371419822545
-207.775582065507,-207.775582065507
-270.8781225817769,-270.8781225817769
-257.3147585316266,-257.3147585316266
-230.0543606205863,-230.0543606205863
-239.8761494415168,-239.8761494415168
-264.185510605225,-264.185510605225
-206.06039163721692,-206.06039163721692
-268.06978200186825,-268.06978200186825
-272.0214969632408,-272.0214969632408
-240.4896562063052,-240.4896562063052
-270.7006254001259,-270.7006254001259
-258.7742999261017,-258.7742999261017
-237.1095974702794,-237.1095974702794
-288.58211930205573,-288.58211930205573
-247.85604347892695,-247.85604347892695
-299.821796324615,-299.821796324615
-277.5625389171777,-277.5625389171777
-260.0631278629673,-260.0631278629673
-228.64730626430867,-228.64730626430867
-251.84582013698073,-251.84582013698073
-212.9723081268026,-212.9723081268026
-274.75745224529936,-274.75745224529936
-254.4508113968932,-254.4508113968932
-210.83863466786786,-210.83863466786786
-248.49389599479207,-248.49389599479207
-240.33549540696305,-240.33549540696305
-293.059955109404,-293.059955109404
-251.53907737883523,-251.53907737883523
-176.15941042536647,-176.15941042536647
-280.7387004538341,-280.7387004538341
-242.6803143629813,-242.6803143629813
-296.71787199376445,-296.71787199376445
-264.4210457797892,-264.4210457797892
-210.18433345037562,-210.18433345037562
-244.50275598608007,-244.50275598608007
-192.4555705653384,-192.4555705653384
-248.17044858562943,-248.17044858562943
-238.62059533254424,-238.62059533254424
-183.5366727600957,-183.5366727600957
-257.6935292412133,-257.6935292412133
-236.16567605438746,-236.16567605438746
-273.4727463875781,-273.4727463875781
-196.9292931354976,-196.9292931354976
-215.36666947235958,-215.36666947235958
-148.5604073407303,-148.5604073407303
-265.6860844039217,-265.6860844039217
-196.657182042891,-196.657182042891
-205.6726296426967,-205.6726296426967
-243.80065880888353,-243.80065880888353
-227.74175166621657,-227.74175166621657
-215.92336690852403,-215.92336690852403
-229.41218097627987,-229.41218097627987
-121.13954596150391,-121.13954596150391
-191.8483705027654,-191.8483705027654
-165.270218084634,-165.270218084634
-249.8453847079893,-249.8453847079893
-171.14416768159404,-171.14416768159404
-275.50878183222574,-275.50878183222574
-185.3788884668402,-185.3788884668402
-180.92377279726833,-180.92377279726833
-313.04847000109004,-313.04847000109004
-245.94669309105728,-245.94669309105728
-270.9847212653233,-270.9847212653233
-141.5212527834428,-141.5212527834428
-141.99548455811194,-141.99548455811194
-254.399853349981,-254.399853349981
-253.06873158781454,-253.06873158781454
-263.4790464980538,-263.4790464980538
-194.40106046239015,-194.40106046239015
-175.75138487930215,-175.75138487930215
-159.25267742043553,-159.25267742043553
-132.14614934967355,-132.14614934967355
-206.87935655568657,-206.87935655568657
-223.01302330133876,-223.01302330133876
-223.1194646750184,-223.1194646750184
-171.69706867293038,-171.69706867293038
-233.74744245931686,-233.74744245931686
-160.31199138807796,-160.31199138807796
-195.4713927659992,-195.4713927659992
-154.29005085925508,-154.29005085925508
-219.0427538223131,-219.0427538223131
-247.44649814933433,-247.44649814933433
-180.50800161879985,-180.50800161879985
-227.01944665603222,-227.01944665603222
-188.98528886627173,-188.98528886627173
-196.56745612054036,-196.56745612054036
-134.985299020676,-134.985299020676
-145.37209325510707,-145.37209325510707
-311.8404733570153,-311.8404733570153
-246.21048477492215,-246.21048477492215
-217.13663814517858,-217.13663814517858
-265.27142507027463,-265.27142507027463
-137.9941499211762,-137.9941499211762
-264.4961305937683,-264.4961305937683
-201.11824991152238,-201.11824991152238
-229.03757470871074,-229.03757470871074
-230.15908194672556,-230.15908194672556
-183.40519102479684,-183.40519102479684
-208.27268218985532,-208.27268218985532
-197.86594926664804,-197.86594926664804
-289.8501146604698,-289.8501146604698
-305.8943640079896,-305.8943640079896
-263.04232065045255,-263.04232065045255
-191.92303225750803,-191.92303225750803
-214.91385219452513,-214.91385219452513
-235.81463142696288,-235.81463142696288
-291.7076945970526,-291.7076945970526
-193.35681456209085,-193.35681456209085
-238.4196427016279,-238.4196427016279
-355.1144013372961,-355.1144013372961
-263.37559252224827,-263.37559252224827
-206.77184460528787,-206.77184460528787
-266.9121681962818,-266.9121681962818
-227.0470994870934,-227.0470994870934
-172.4879117924246,-172.4879117924246
-299.3583936112179,-299.3583936112179
-206.62049691953936,-206.62049691953936
-236.64377854869855,-236.64377854869855
-246.67121605131973,-246.67121605131973
-265.243939121329,-265.243939121329
-207.67433059173857,-207.67433059173857
-215.45481348883334,-215.45481348883334
-249.78238043946337,-249.78238043946337
-233.49551071808705,-233.49551071808705
-173.82934733686824,-173.82934733686824
-211.5484844193699,-211.5484844193699
-127.86479524463479,-127.86479524463479
-212.23149245865133,-212.23149245865133
-183.5801975364957,-183.5801975364957
-278.7127503591225,-278.7127503591225
-237.41581220068062,-237.41581220068062
-239.69958947269552,-239.69958947269552
-179.79299944817615,-179.79299944817615
-173.97401354783366,-173.97401354783366
-134.08708952652162,-134.08708952652162
-195.84581184999917,-195.84581184999917
-203.88361941982126,-203.88361941982126
-265.41535693915114,-265.41535693915114
-214.5339983247167,-214.5339983247167
-244.11653620994701,-244.11653620994701
-247.8236601941269,-247.8236601941269
-224.87370383279037,-224.87370383279037
-76.65757271215048,-76.65757271215048
-205.24836391222775,-205.24836391222775
-242.00777790102637,-242.00777790102637
-216.37621650058324,-216.37621650058324
-190.427674909944,-190.427674909944
-329.25012333512984,-329.25012333512984
-274.0223359884368,-274.0223359884368
-221.5306197733421,-221.5306197733421
-319.1178983511605,-319.1178983511605
-312.24463517725934,-312.24463517725934
-197.12796471677913,-197.12796471677913
-174.27691692058724,-174.27691692058724
-94.00986665858403,-94.00986665858403
-231.80920196194214,-231.80920196194214
-182.8469543226794,-182.8469543226794
-200.77247114528737,-200.77247114528737
-195.85362457986528,-195.85362457986528
-217.66440747107663,-217.66440747107663
-201.50553922764647,-201.50553922764647
-79.17464067257754,-79.17464067257754
-184.58072040933564,-184.58072040933564
-163.5002326240289,-163.5002326240289
-47.950575535264214,-47.950575535264214
-209.132498715978,-209.132498715978
-204.83526203443313,-204.83526203443313
-165.64919122690074,-165.64919122690074
-291.14538114315235,-291.14538114315235
-183.58745337758725,-183.58745337758725
-184.87399402395496,-184.87399402395496
-182.46994049956595,-182.46994049956595
-201.877891996554,-201.877891996554
-165.55864436995617,-165.55864436995617
-117.35454739236597,-117.35454739236597
-264.9045513345167,-264.9045513345167
-199.80114193815714,-199.80114193815714
-141.11664594781746,-141.11664594781746
-200.8014983557956,-200.8014983557956
-93.14985499841426,-93.14985499841426
-228.78321967347782,-228.78321967347782
-102.26062857889606,-102.26062857889606
-214.6621979151742,-214.6621979151742
-168.17409884743134,-168.17409884743134
-203.6903700306459,-203.6903700306459
-286.55649517692785,-286.55649517692785
-160.81180541530162,-160.81180541530162
-171.3898260849599,-171.3898260849599
-188.5782944678626,-188.5782944678626
-218.34015862142448,-218.34015862142448
-110.15922238685027,-110.15922238685027
-195.7840230797694,-195.7840230797694
-49.310054194402845,-49.310054194402845
-206.09723995874762,-206.09723995874762
-131.2940364819885,-131.2940364819885
-162.75792355012263,-162.75792355012263
-180.21661085122005,-180.21661085122005
-149.27174700405718,-149.27174700405718
-46.3296900783356,-46.3296900783356
-152.17204239204327,-152.17204239204327
-38.77717166988116,-38.77717166988116
-108.9906616129967,-108.9906616129967
-185.04816048704654,-185.04816048704654
-130.21212090287105,-130.21212090287105
-193.52670617583897,-193.52670617583897
-260.4500806310296,-260.4500806310296
-173.18217257752016,-173.18217257752016
-135.64807778970894,-135.64807778970894
-186.99616140539112,-186.99616140539112
-90.52872847551963,-90.52872847551963
-215.49195517238965,-215.49195517238965
-172.2243809602571,-172.2243809602571
-94.29369730287102,-94.29369730287102
-72.30691488278319,-72.30691488278319
59.00885560054269,59.00885560054269
-161.68959846375643,-161.68959846375643
-271.488298942827,-271.488298942827
-106.83346256618206,-106.83346256618206
52.78163987649681,52.78163987649681
-80.69304787179166,-80.69304787179166
-238.3715795494101,-238.3715795494101
-219.8130149920446,-219.8130149920446
-218.5059739197647,-218.5059739197647
-18.96284418122164,-18.96284418122164
-202.13038793710726,-202.13038793710726
-259.85950219578217,-259.85950219578217
-76.03613272196495,-76.03613272196495
-80.6325081384666,-80.6325081384666
-319.4101864423233,-319.4101864423233
-189.3886521694453,-189.3886521694453
-29.953670519798766,-29.953670519798766
-104.87952216627917,-104.87952216627917
-188.44668501784432,-188.44668501784432
-298.23859736986986,-298.23859736986986
-129.58091708846868,-129.58091708846868
-224.10565154349732,-224.10565154349732
-61.665324114544845,-61.665324114544845
-277.1613721572571,-277.1613721572571
-62.507431769780865,-62.507431769780865
-188.0974380955356,-188.0974380955356
-139.58831479699325,-139.58831479699325
-158.42864294904868,-158.42864294904868
-61.40786132717569,-61.40786132717569
-238.0449347932485,-238.0449347932485
37.78827528366064,37.78827528366064
-288.31045786584406,-288.31045786584406
-168.90606494621727,-168.90606494621727
-196.38875762781075,-196.38875762781075
-122.41257053683418,-122.41257053683418
-17.780535589581458,-17.780535589581458
-300.8245197121967,-300.8245197121967
-231.92736806224704,-231.92736806224704
-264.86715744621233,-264.86715744621233
-226.59617831458414,-226.59617831458414
-106.0118227927824,-106.0118227927824
-114.24370450719623,-114.24370450719623
-133.29366667328748,-133.29366667328748
-20.71590458239705,-20.71590458239705
-64.85039695082685,-64.85039695082685
24.16694545579272,24.16694545579272
-104.18491702498213,-104.18491702498213
41.89869860053552,41.89869860053552
-208.33734172185217,-208.33734172185217
-223.23397413736663,-223.23397413736663
-114.48626524304439,-114.48626524304439
-162.4387553882425,-162.4387553882425
-5.19579253920481,-5.19579253920481
-197.95957970343983,-197.95957970343983
-33.822132799874545,-33.822132799874545
-143.25194526830123,-143.25194526830123
-53.987940149841045,-53.987940149841045
-26.48717149293537,-26.48717149293537
-72.85888059484168,-72.85888059484168
62.80300566226655,62.80300566226655
-96.5605223106604,-96.5605223106604
-100.06651083474732,-100.06651083474732
-71.31508112421645,-71.31508112421645
34.60487289170216,34.60487289170216
-64.47203236324265,-64.47203236324265
81.1730280082232,81.1730280082232
-154.95987986009482,-154.95987986009482
107.9550301643746,107.9550301643746
-79.06538180849994,-79.06538180849994
-226.59761325953062,-226.59761325953062
-58.98199159236791,-58.98199159236791
-265.42613233124484,-265.42613233124484
-199.9030244995945,-199.9030244995945
-227.81020732160698,-227.81020732160698
-114.06787501621272,-114.06787501621272
-68.57708851296034,-68.57708851296034
-150.09903174810233,-150.09903174810233
-132.06832689290468,-132.06832689290468
-176.8109890872504,-176.8109890872504
-219.59035112598613,-219.59035112598613
-64.79091382588172,-64.79091382588172
-146.02814979987386,-146.02814979987386
-46.99870969938278,-46.99870969938278
-209.84785126682874,-209.84785126682874
-61.176812251573764,-61.176812251573764
-188.3896884227669,-188.3896884227669
-166.2864017572266,-166.2864017572266
70.01017017733186,70.01017017733186
-242.92216821144945,-242.92216821144945
-191.4765345109842,-191.4765345109842
-105.29877097247696,-105.29877097247696
-132.33455321025346,-132.33455321025346
-124.74522224397556,-124.74522224397556
-241.7574198046739,-241.7574198046739
-108.17912953278547,-108.17912953278547
4.372634222256314,4.372634222256314
-100.90672878181464,-100.90672878181464
-140.02516248423822,-140.02516248423822
-95.13155556453002,-95.13155556453002
-32.62683687553329,-32.62683687553329
39.745746028009684,39.745746028009684
-208.02709571705097,-208.02709571705097
-310.12664987467844,-310.12664987467844
-161.13360693175696,-161.13360693175696
-86.01020031779187,-86.01020031779187
110.41285407739501,110.41285407739501
-148.61899112520868,-148.61899112520868
-231.59008566751,-231.59008566751
49.56091001806617,49.56091001806617
-246.1797982366988,-246.1797982366988
-178.17414698034705,-178.17414698034705
-153.50580438901522,-153.50580438901522
-110.64665141266083,-110.64665141266083
-256.5303141067231,-256.5303141067231
-132.83392690288986,-132.83392690288986
-87.90595680145415,-87.90595680145415
-98.28162681483388,-98.28162681483388
-77.67491479592557,-77.67491479592557
-268.1353350188586,-268.1353350188586
-27.246206593806605,-27.246206593806605
-203.91583261001495,-203.91583261001495
-125.6791045773849,-125.6791045773849
-139.31322785393866,-139.31322785393866
-156.19967771870984,-156.19967771870984
-54.375988198830385,-54.375988198830385
130.68032182066477,130.68032182066477
-121.51195091995578,-121.51195091995578
-248.5734781071308,-248.5734781071308
-124.6780442795042,-124.6780442795042
-38.08260858603623,-38.08260858603623
-125.08313808792919,-125.08313808792919
-201.89905706067853,-201.89905706067853
-235.02880368544734,-235.02880368544734
-204.16470037187705,-204.16470037187705
-155.43605736404047,-155.43605736404047
-179.41695360127633,-179.41695360127633
-31.852736521258443,-31.852736521258443
-146.27209009525248,-146.27209009525248
-150.97020181324237,-150.97020181324237
-158.20132766528187,-158.20132766528187
-76.2465765007932,-76.2465765007932
-181.71413317516857,-181.71413317516857
-36.344534289230985,-36.344534289230985
-218.2707732247303,-218.2707732247303
-209.72156394007618,-209.72156394007618
3.200544024495584,3.200544024495584
-267.44208994078423,-267.44208994078423
-172.825120331216,-172.825120331216
-57.524047994279336,-57.524047994279336
-131.31900739751438,-131.31900739751438
3.4419080528785155,3.4419080528785155
-168.0732105357918,-168.0732105357918
156.8764100780991,156.8764100780991
-200.41405622811385,-200.41405622811385
-104.03880857366221,-104.03880857366221
-64.74037353678096,-64.74037353678096
-203.0159938977457,-203.0159938977457
-214.16091963903892,-214.16091963903892
71.9699979328831,71.9699979328831
-165.3467114733023,-165.3467114733023
-185.76683280959332,-185.76683280959332
-14.207160125641447,-14.207160125641447
-202.38796118199912,-202.38796118199912
-12.443117775111835,-12.443117775111835
38.68286914442657,38.68286914442657
-44.02121095889453,-44.02121095889453
-207.75470466523868,-207.75470466523868
-146.51494816309292,-146.51494816309292
-220.73433967815262,-220.73433967815262
28.35003875411154,28.35003875411154
164.17251247648048,164.17251247648048
-228.8476714215399,-228.8476714215399
-238.9081414277825,-238.9081414277825
-36.94474905058468,-36.94474905058468
-113.25532904085979,-113.25532904085979
-261.6669370112283,-261.6669370112283
-88.24418827515409,-88.24418827515409
-80.75475492634288,-80.75475492634288
-248.35911206486008,-248.35911206486008
-228.27557156928052,-228.27557156928052
-94.72209896551901,-94.72209896551901
-169.85623763081063,-169.85623763081063
-79.5837288667183,-79.5837288667183
-93.30275792000705,-93.30275792000705
-174.39664857730662,-174.39664857730662
-132.85129283063446,-132.85129283063446
120.81914905310046,120.81914905310046
-191.70904875971854,-191.70904875971854
-44.86971869960774,-44.86971869960774
-190.65292102702543,-190.65292102702543
-155.64972945844363,-155.64972945844363
-121.01215786345769,-121.01215786345769
-114.233221381624,-114.233221381624
-90.83174339040443,-90.83174339040443
-138.28040547488436,-138.28040547488436
-141.487244201253,-141.487244201253
-139.970911622365,-139.970911622365
-193.32451317425634,-193.32451317425634
-133.69107335216412,-133.69107335216412
-75.1238282489105,-75.1238282489105
-34.808270121063686,-34.808270121063686
-120.9450528754019,-120.9450528754019
-70.64513928697835,-70.64513928697835
-103.26653754775455,-103.26653754775455
-87.96009147873531,-87.96009147873531
-59.187340595306644,-59.187340595306644
-127.37509981167484,-127.37509981167484
-163.7076485103577,-163.7076485103577
-126.38382022227353,-126.38382022227353
-259.6008166739602,-259.6008166739602
-68.44190136847982,-68.44190136847982
-211.04028575897,-211.04028575897
-209.43011243907844,-209.43011243907844
-90.8299335423733,-90.8299335423733
-171.92901976060426,-171.92901976060426
54.85213820640303,54.85213820640303
-199.97441792239292,-199.97441792239292
-115.54651938492285,-115.54651938492285
5.288053069201468,5.288053069201468
-76.87319735300973,-76.87319735300973
-1.4524400807678948,-1.4524400807678948
-191.06907996541042,-191.06907996541042
-171.35063514451448,-171.35063514451448
-212.91913960823604,-212.91913960823604
-265.7027169212315,-265.7027169212315
-61.10025883652013,-61.10025883652013
35.5720450151493,35.5720450151493
-266.6415873423971,-266.6415873423971
15.29234832266423,15.29234832266423
-130.158082864743,-130.158082864743
-30.725812017854906,-30.725812017854906
-249.52066866678064,-249.52066866678064
-117.50898382560028,-117.50898382560028
-375.2757032366424,-375.2757032366424
64.62840918231072,64.62840918231072
-37.73884568845239,-37.73884568845239
-125.1116882429742,-125.1116882429742
-125.91517292342213,-125.91517292342213
-218.25885655000778,-218.25885655000778
-273.7349388567741,-273.7349388567741
-273.7513914631566,-273.7513914631566
-46.032598828977164,-46.032598828977164
-103.18062526599181,-103.18062526599181
-54.60787619547807,-54.60787619547807
44.05594445528135,44.05594445528135
-165.8390699590994,-165.8390699590994
-216.1255502747363,-216.1255502747363
-136.36526955144296,-136.36526955144296
-152.14632426706643,-152.14632426706643
-34.830120445178224,-34.830120445178224
-121.44114932011762,-121.44114932011762
-114.14032750509197,-114.14032750509197
-285.39334494722317,-285.39334494722317
-258.36511539653003,-258.36511539653003
-189.5910898515787,-189.5910898515787
-54.969755473314976,-54.969755473314976
-84.02335057879941,-84.02335057879941
-115.06542719449742,-115.06542719449742
-139.54122427822608,-139.54122427822608
-2.5861015172449293,-2.5861015172449293
-62.88267358207171,-62.88267358207171
-214.37747818828677,-214.37747818828677
125.5853483028175,125.5853483028175
-108.52345563729541,-108.52345563729541
-175.91581326282991,-175.91581326282991
-29.85725693582781,-29.85725693582781
-274.954454418107,-274.954454418107
-141.5493015325155,-141.5493015325155
-150.55462108440423,-150.55462108440423
-97.70996282049745,-97.70996282049745
-226.3976561826258,-226.3976561826258
-49.38525508690993,-49.38525508690993
16.53277674733122,16.53277674733122
160.89069346884253,160.89069346884253
-16.903414267160706,-16.903414267160706
238.7633840937832,238.7633840937832
-204.52619037965533,-204.52619037965533
-207.54928148664754,-207.54928148664754
-129.3916491969274,-129.3916491969274
-197.22786086241175,-197.22786086241175
-35.00185212778099,-35.00185212778099
-16.635581015310503,-16.635581015310503
-97.93167104373427,-97.93167104373427
-116.38117130409513,-116.38117130409513
-77.94710157700601,-77.94710157700601
-44.31826558254308,-44.31826558254308
-146.5805431714231,-146.5805431714231
62.375738045939464,62.375738045939464
-156.5592324576768,-156.5592324576768
-70.12485651385548,-70.12485651385548
-31.19341250854993,-31.19341250854993
-229.12648014760944,-229.12648014760944
-139.9169067817585,-139.9169067817585
-260.3902308045207,-260.3902308045207
-170.7443346002122,-170.7443346002122
-66.42623372813297,-66.42623372813297
-309.4472502731813,-309.4472502731813
53.03538400004245,53.03538400004245
131.1373028152223,131.1373028152223
-269.80214594457243,-269.80214594457243
-75.15898293021522,-75.15898293021522
-319.7640178912262,-319.7640178912262
-91.29376786799783,-91.29376786799783
-118.36992921699895,-118.36992921699895
-257.32794881923746,-257.32794881923746
-58.550680193951564,-58.550680193951564
-21.31514419258849,-21.31514419258849
-51.2443869485909,-51.2443869485909
-149.22201251712085,-149.22201251712085
77.208012355937,77.208012355937
-133.8837990704327,-133.8837990704327
-105.7469414761987,-105.7469414761987
-141.86082483499902,-141.86082483499902
-189.8364315656567,-189.8364315656567
-226.1670784553055,-226.1670784553055
188.52470910004868,188.52470910004868
-249.2747981907321,-249.2747981907321
-164.05008810430186,-164.05008810430186
-111.70920731555016,-111.70920731555016
-130.0966455231873,-130.0966455231873
-209.275269505084,-209.275269505084
-93.11230798972619,-93.11230798972619
4.536588761416571,4.536588761416571
-65.9326711794014,-65.9326711794014
