train,test
-215.53439765484708,-215.53439765484708
-231.19699012433185,-231.19699012433185
-177.5484622535954,-177.5484622535954
-226.26561620271397,-226.26561620271397
-250.6586634027059,-250.6586634027059
-121.64974424510476,-121.64974424510476
-178.0051864418592,-178.0051864418592
-263.1564842850542,-263.1564842850542
-218.05300630984618,-218.05300630984618
-239.66266815012625,-239.66266815012625
-218.63861986220252,-218.63861986220252
-144.06795623075442,-144.06795623075442
-211.27566895716149,-211.27566895716149
-203.22544459307935,-203.22544459307935
-214.5871487654247,-214.5871487654247
-149.52744803486314,-149.52744803486314
-183.9056532118031,-183.9056532118031
-189.5752654384022,-189.5752654384022
-323.49081720371896,-323.49081720371896
-132.8647712891338,-132.8647712891338
-230.6953083326109,-230.6953083326109
-238.031168350048,-238.031168350048
-103.87858770162528,-103.87858770162528
-264.1158369172011,-264.1158369172011
-273.0122818067242,-273.0122818067242
-301.41586324482114,-301.41586324482114
-113.70285730660162,-113.70285730660162
-211.84851434823824,-211.84851434823824
-142.5719357554456,-142.5719357554456
-237.29264701999918,-237.29264701999918
-186.39206225397885,-186.39206225397885
-121.79121458397039,-121.79121458397039
-224.9526728188673,-224.9526728188673
-133.90484651945422,-133.90484651945422
-293.3516466089458,-293.3516466089458
-276.82098833169385,-276.82098833169385
-244.44925899523506,-244.44925899523506
-220.05767160195475,-220.05767160195475
-167.05446617330253,-167.05446617330253
-252.82341346100145,-252.82341346100145
-252.56358704640948,-252.56358704640948
-344.70767534423567,-344.70767534423567
-316.3888712130887,-316.3888712130887
-152.12299398396752,-152.12299398396752
-263.7674979644876,-263.7674979644876
-217.4492046719995,-217.4492046719995
-69.48492410774348,-69.48492410774348
-252.3130286880098,-252.3130286880098
-215.35696354844677,-215.35696354844677
-288.7747819390356,-288.7747819390356
-172.05284768099793,-172.05284768099793
-216.9428714055477,-216.9428714055477
-263.96804174527546,-263.96804174527546
-147.97238821157455,-147.97238821157455
