,train,test
495,0.0,98.625
496,0.0,107.0
497,0.0,103.375
498,0.0,105.125
499,0.0,106.75
500,0.0,99.25
501,0.0,122.75
502,0.0,95.875
503,0.0,106.75
504,0.0,98.125
505,0.0,86.875
506,0.0,106.12499999999997
507,0.0,93.5
508,0.0,97.75
509,0.0,106.50000000000003
510,0.0,106.62499999999997
511,0.0,88.5
512,0.0,121.87499999999997
513,0.0,98.125
514,0.0,102.74999999999997
515,0.0,110.50000000000003
516,0.0,91.0
517,0.0,103.5
518,0.0,103.625
519,0.0,104.87500000000003
520,0.0,81.5
521,0.0,75.125
522,0.0,115.50000000000003
523,0.0,107.12500000000003
524,0.0,86.25
525,0.0,93.875
526,0.0,95.125
527,0.0,100.5
528,0.0,106.50000000000003
529,0.0,99.375
530,0.0,102.00000000000003
531,0.0,95.25
532,0.0,87.0
533,0.0,107.5
534,0.0,76.5
535,0.0,77.375
536,0.0,91.25
537,0.0,107.24999999999997
538,0.0,93.375
539,0.0,113.87500000000003
540,0.0,125.24999999999997
541,0.0,109.625
542,0.0,106.375
543,0.0,108.0
544,0.0,105.125
545,0.0,126.37499999999997
546,0.0,95.125
547,0.0,94.875
548,0.0,95.875
549,0.0,102.875
550,0.0,118.37500000000003
551,0.0,107.74999999999997
552,0.0,113.37499999999997
553,0.0,121.5
554,0.0,123.25
555,0.0,107.24999999999997
556,0.0,123.75
557,0.0,107.375
558,0.0,98.625
559,0.0,112.0
560,0.0,102.74999999999997
561,0.0,126.25000000000003
562,0.0,116.5
563,0.0,122.25000000000003
564,0.0,124.50000000000003
565,0.0,123.875
566,0.0,124.00000000000003
567,0.0,127.125
568,0.0,118.87500000000003
569,0.0,125.5
570,0.0,119.62499999999997
571,0.0,117.125
572,0.0,126.0
573,0.0,125.0
574,0.0,121.75000000000003
575,0.0,117.87499999999997
576,0.0,112.5
577,0.0,127.25
578,0.0,107.875
579,0.0,122.5
580,0.0,121.0
581,0.0,126.0
582,0.0,125.62500000000003
583,0.0,118.37500000000003
584,0.0,124.25
585,0.0,114.75
586,0.0,122.125
587,0.0,120.5
588,0.0,114.125
589,0.0,115.50000000000003
590,0.0,111.5
591,0.0,113.25000000000003
592,0.0,103.5
593,0.0,97.0
594,0.0,108.0
595,0.0,94.5
596,0.0,122.87500000000003
597,0.0,114.625
598,0.0,113.87500000000003
599,0.0,108.125
600,0.0,91.0
601,0.0,125.62500000000003
602,0.0,121.5
603,0.0,109.75
604,0.0,112.625
605,0.0,121.12500000000003
606,0.0,124.75
607,0.0,111.5
608,0.0,120.12499999999997
609,0.0,116.375
610,0.0,123.875
611,0.0,124.875
612,0.0,118.25
613,0.0,120.12499999999997
614,0.0,119.375
615,0.0,120.25
616,0.0,114.625
617,0.0,121.75000000000003
618,0.0,121.75000000000003
619,0.0,116.12500000000003
620,0.0,123.625
621,0.0,121.87499999999997
622,0.0,115.62499999999997
623,0.0,112.5
624,0.0,102.375
625,0.0,103.5
626,0.0,123.625
627,0.0,122.625
628,0.0,117.75000000000003
629,0.0,126.37499999999997
630,0.0,120.25
631,0.0,109.0
632,0.0,122.0
633,0.0,118.87500000000003
634,0.0,102.74999999999997
635,0.0,122.25000000000003
636,0.0,108.0
637,0.0,109.75
638,0.0,118.49999999999997
639,0.0,113.125
640,0.0,127.0
641,0.0,118.87500000000003
642,0.0,123.37500000000003
643,0.0,130.625
644,0.0,118.49999999999997
645,0.0,121.24999999999997
646,0.0,122.87500000000003
647,0.0,129.875
648,0.0,116.875
649,0.0,110.50000000000003
650,0.0,122.625
651,0.0,118.125
652,0.0,111.74999999999997
653,0.0,114.875
654,0.0,118.25
655,0.0,124.62499999999997
656,0.0,122.99999999999997
657,0.0,121.375
658,0.0,124.375
659,0.0,120.74999999999997
660,0.0,120.74999999999997
661,0.0,121.375
662,0.0,116.0
663,0.0,119.375
664,0.0,122.5
665,0.0,121.625
666,0.0,125.12500000000003
667,0.0,125.12500000000003
668,0.0,121.12500000000003
669,0.0,117.625
670,0.0,125.0
671,0.0,126.625
672,0.0,121.75000000000003
673,0.0,122.37499999999997
674,0.0,129.74999999999997
675,0.0,120.00000000000003
676,0.0,116.62500000000003
677,0.0,126.75000000000003
678,0.0,120.12499999999997
679,0.0,118.75
680,0.0,119.375
681,0.0,121.24999999999997
682,0.0,118.625
683,0.0,126.0
684,0.0,123.875
685,0.0,113.37499999999997
686,0.0,124.75
687,0.0,125.24999999999997
688,0.0,124.50000000000003
689,0.0,127.625
690,0.0,116.875
691,0.0,115.75
692,0.0,117.75000000000003
693,0.0,121.87499999999997
694,0.0,120.00000000000003
695,0.0,120.375
696,0.0,119.75
697,0.0,120.62500000000003
698,0.0,124.00000000000003
699,0.0,120.00000000000003
700,0.0,123.75
701,0.0,128.125
702,0.0,114.625
703,0.0,122.625
704,0.0,121.625
705,0.0,121.75000000000003
706,0.0,125.0
707,0.0,122.99999999999997
708,0.0,121.375
709,0.0,126.87499999999997
710,0.0,118.99999999999997
711,0.0,116.12500000000003
712,0.0,121.12500000000003
713,0.0,117.25000000000003
714,0.0,122.87500000000003
715,0.0,121.12500000000003
716,0.0,119.25
717,0.0,124.75
718,0.0,117.75000000000003
719,0.0,121.375
720,0.0,126.25000000000003
721,0.0,120.25
722,0.0,122.0
723,0.0,125.12500000000003
724,0.0,124.12499999999997
725,0.0,118.25
726,0.0,120.74999999999997
727,0.0,124.75
728,0.0,121.12500000000003
729,0.0,129.875
730,0.0,124.875
731,0.0,125.24999999999997
732,0.0,121.0
733,0.0,120.62500000000003
734,0.0,121.12500000000003
735,0.0,124.25
736,0.0,124.375
737,0.0,133.00000000000003
738,0.0,123.625
739,0.0,122.125
740,0.0,128.125
741,0.0,121.12500000000003
742,0.0,120.12499999999997
743,0.0,119.125
744,0.0,129.875
745,0.0,120.12499999999997
746,0.0,124.62499999999997
747,0.0,126.5
748,0.0,120.25
749,0.0,118.75
750,0.0,113.99999999999997
751,0.0,125.62500000000003
752,0.0,115.25
753,0.0,119.25
754,0.0,122.87500000000003
755,0.0,118.125
756,0.0,122.625
757,0.0,125.875
758,0.0,127.87500000000003
759,0.0,123.25
760,0.0,124.62499999999997
761,0.0,123.625
762,0.0,121.375
763,0.0,121.87499999999997
764,0.0,125.5
765,0.0,117.625
766,0.0,130.87499999999997
767,0.0,120.74999999999997
768,0.0,131.75
769,0.0,123.125
770,0.0,118.25
771,0.0,126.37499999999997
772,0.0,118.49999999999997
773,0.0,127.125
774,0.0,123.75
775,0.0,117.0
776,0.0,127.87500000000003
777,0.0,126.625
778,0.0,120.25
779,0.0,122.37499999999997
780,0.0,128.75
781,0.0,121.87499999999997
782,0.0,119.375
783,0.0,118.0
784,0.0,124.875
785,0.0,129.00000000000003
786,0.0,126.87499999999997
787,0.0,124.50000000000003
788,0.0,124.375
789,0.0,124.12499999999997
790,0.0,120.12499999999997
791,0.0,118.75
792,0.0,129.00000000000003
793,0.0,118.49999999999997
794,0.0,125.0
795,0.0,121.12500000000003
796,0.0,122.625
797,0.0,124.50000000000003
798,0.0,123.125
799,0.0,125.12500000000003
800,0.0,118.625
801,0.0,128.50000000000003
802,0.0,120.375
803,0.0,129.00000000000003
804,0.0,129.00000000000003
805,0.0,119.875
806,0.0,123.49999999999997
807,0.0,125.62500000000003
808,0.0,123.25
809,0.0,120.875
810,0.0,122.99999999999997
811,0.0,122.75
812,0.0,117.75000000000003
813,0.0,122.37499999999997
814,0.0,122.5
815,0.0,126.75000000000003
816,0.0,120.74999999999997
817,0.0,127.0
818,0.0,122.75
819,0.0,122.625
820,0.0,121.625
821,0.0,123.49999999999997
822,0.0,116.375
823,0.0,127.25
824,0.0,121.625
825,0.0,124.62499999999997
826,0.0,122.25000000000003
827,0.0,118.87500000000003
828,0.0,114.37500000000003
829,0.0,134.24999999999997
830,0.0,121.87499999999997
831,0.0,123.125
832,0.0,114.75
833,0.0,124.62499999999997
834,0.0,116.5
835,0.0,121.87499999999997
836,0.0,123.25
837,0.0,116.74999999999997
838,0.0,120.375
839,0.0,126.0
840,0.0,126.37499999999997
841,0.0,113.87500000000003
842,0.0,117.5
843,0.0,120.25
844,0.0,122.0
845,0.0,123.875
846,0.0,119.50000000000003
847,0.0,125.375
848,0.0,117.0
849,0.0,115.00000000000003
850,0.0,123.875
851,0.0,121.87499999999997
852,0.0,118.75
853,0.0,117.125
854,0.0,122.99999999999997
855,0.0,121.12500000000003
856,0.0,117.87499999999997
857,0.0,125.375
858,0.0,125.875
859,0.0,126.37499999999997
860,0.0,129.00000000000003
861,0.0,116.5
862,0.0,118.49999999999997
863,0.0,119.50000000000003
864,0.0,126.75000000000003
865,0.0,121.0
866,0.0,126.5
867,0.0,119.75
868,0.0,116.375
869,0.0,123.125
870,0.0,125.0
871,0.0,122.87500000000003
872,0.0,120.875
873,0.0,125.5
874,0.0,127.99999999999997
875,0.0,122.99999999999997
876,0.0,121.375
877,0.0,119.375
878,0.0,122.87500000000003
879,0.0,122.75
880,0.0,122.37499999999997
881,0.0,127.49999999999997
882,0.0,121.5
883,0.0,124.62499999999997
884,0.0,113.0
885,0.0,124.00000000000003
886,0.0,119.50000000000003
887,0.0,118.25
888,0.0,128.375
889,0.0,125.5
890,0.0,126.37499999999997
891,0.0,125.375
892,0.0,116.74999999999997
893,0.0,120.5
894,0.0,120.62500000000003
895,0.0,122.0
896,0.0,129.25
897,0.0,125.74999999999997
898,0.0,126.87499999999997
899,0.0,124.12499999999997
900,0.0,126.625
901,0.0,128.125
902,0.0,118.625
903,0.0,121.75000000000003
904,0.0,116.875
905,0.0,115.875
906,0.0,124.12499999999997
907,0.0,124.12499999999997
908,0.0,120.25
909,0.0,116.875
910,0.0,121.12500000000003
911,0.0,128.75
912,0.0,119.75
913,0.0,120.25
914,0.0,123.125
915,0.0,124.375
916,0.0,117.625
917,0.0,121.12500000000003
918,0.0,121.75000000000003
919,0.0,123.625
920,0.0,116.875
921,0.0,127.625
922,0.0,119.125
923,0.0,126.0
924,0.0,127.49999999999997
925,0.0,120.5
926,0.0,127.99999999999997
927,0.0,119.50000000000003
928,0.0,124.875
929,0.0,119.875
930,0.0,122.5
931,0.0,125.5
932,0.0,122.125
933,0.0,126.75000000000003
934,0.0,120.375
935,0.0,116.62500000000003
936,0.0,127.37500000000003
937,0.0,124.00000000000003
938,0.0,119.125
939,0.0,125.0
940,0.0,129.875
941,0.0,126.75000000000003
942,0.0,130.625
943,0.0,123.37500000000003
944,0.0,118.125
945,0.0,125.12500000000003
946,0.0,128.62499999999997
947,0.0,123.37500000000003
948,0.0,121.375
949,0.0,119.62499999999997
950,0.0,123.125
951,0.0,118.37500000000003
952,0.0,121.24999999999997
953,0.0,122.125
954,0.0,123.75
955,0.0,118.125
956,0.0,120.74999999999997
957,0.0,126.625
958,0.0,123.875
959,0.0,121.0
960,0.0,118.125
961,0.0,124.875
962,0.0,128.375
963,0.0,126.125
964,0.0,119.875
965,0.0,120.25
966,0.0,125.375
967,0.0,118.37500000000003
968,0.0,119.75
969,0.0,120.375
970,0.0,122.87500000000003
971,0.0,118.125
972,0.0,120.25
973,0.0,123.125
974,0.0,116.875
975,0.0,120.74999999999997
976,0.0,115.25
977,0.0,114.625
978,0.0,118.125
979,0.0,123.125
980,0.0,124.62499999999997
981,0.0,117.625
982,0.0,121.75000000000003
983,0.0,119.875
984,0.0,119.62499999999997
985,0.0,124.375
986,0.0,121.12500000000003
987,0.0,122.37499999999997
988,0.0,120.5
989,0.0,122.5
990,0.0,119.62499999999997
991,0.0,127.37500000000003
992,0.0,110.75
993,0.0,129.74999999999997
994,0.0,115.75
995,0.0,118.49999999999997
996,0.0,119.375
997,0.0,122.37499999999997
998,0.0,124.875
999,0.0,118.99999999999997
